id_produksi;tanggal;nama_produk;kategori_produk;rating;jumlah_produksi;produk_sempurna;jumlah_cacat;waktu_produksi;penjualan;cabang;Tahun
386;21/01/2020;Super Pell;3;3;504;475;29;5;Terjual;1;6
387;22/01/2020;Vixall;3;5;725;700;25;6;Terjual;4;6
388;23/01/2020;Wipol;3;4;440;421;19;6;Terjual;3;3
389;24/01/2020;Bango;4;5;527;505;22;5;Terjual;2;5
390;25/01/2020;Buavita;4;4;782;757;25;8;Terjual;2;2
391;26/01/2020;Hellmann's;4;4;540;519;21;7;Terjual;3;6
392;27/01/2020;Jawara;4;4;507;503;4;7;Terjual;4;4
393;28/01/2020;Knorr;4;4;547;536;11;7;Terjual;4;3
394;29/01/2020;Lipton;4;4;494;465;29;7;Terjual;3;6
395;30/01/2020;Royco;4;5;543;531;12;5;Terjual;4;6
396;31/01/2020;SariWangi;4;2;741;727;14;8;Terjual;5;1
397;01/02/2020;TheVegetarianButcher;4;2;749;738;11;6;Terjual;1;4
398;02/02/2020;Cornetto;5;3;677;666;11;8;Terjual;2;2
399;03/02/2020;Feast;5;5;577;554;23;7;Terjual;4;6
400;04/02/2020;Magnum;5;2;514;509;5;7;Terjual;5;1
401;05/02/2020;Paddle Pop;5;3;520;516;4;5;Terjual;4;4
402;06/02/2020;Populaire;5;3;596;573;23;6;Terjual;5;3
403;07/02/2020;Seru;5;2;594;591;3;5;Tidak Terjual;1;4
404;08/02/2020;Viennetta;5;2;496;469;27;8;Terjual;4;1
405;09/02/2020;Wall's;5;5;642;636;6;6;Terjual;1;2
406;10/02/2020;Citra;1;2;621;594;27;5;Terjual;5;1
407;11/02/2020;Clear;1;5;652;649;3;6;Terjual;2;5
408;12/02/2020;Clean Men;1;5;667;642;25;7;Tidak Terjual;2;3
409;13/02/2020;Simple;1;5;422;409;13;7;Terjual;2;6
410;14/02/2020;Zwitsal;1;3;641;640;1;6;Terjual;2;6
411;15/02/2020;Glow & Lovely;1;4;489;459;30;7;Terjual;2;6
412;16/02/2020;Love Beauty & Planet;1;2;457;445;12;7;Terjual;3;4
413;17/02/2020;Pepsodent;1;3;528;526;2;8;Terjual;2;6
414;18/02/2020;Pond's;1;3;499;491;8;5;Terjual;3;6
415;19/02/2020;Pond's Men;1;3;590;568;22;8;Terjual;3;3
416;20/02/2020;Sunsilk;1;4;618;617;1;7;Terjual;2;3
417;21/02/2020;TRESemme;1;2;658;631;27;5;Terjual;1;1
418;22/02/2020;Unilever Professional;1;3;423;399;24;5;Terjual;1;4
419;23/02/2020;Vaseline Men;1;3;675;654;21;5;Terjual;3;6
420;24/02/2020;St. Ives;2;3;411;385;26;8;Terjual;3;1
421;25/02/2020;AXE;2;4;483;477;6;7;Terjual;3;3
422;26/02/2020;Close Up;2;5;643;620;23;8;Terjual;2;4
423;27/02/2020;Dove;2;2;639;634;5;8;Terjual;5;3
424;28/02/2020;LUX;2;2;720;704;16;6;Terjual;4;3
425;29/02/2020;Rexona;2;3;666;649;17;7;Terjual;2;1
426;01/03/2020;Lifebuoy;2;4;667;637;30;5;Terjual;4;6
427;02/03/2020;Cif;3;5;738;712;26;6;Terjual;2;2
428;03/03/2020;Molto;3;5;403;374;29;6;Terjual;5;4
429;04/03/2020;Rinso;3;5;689;663;26;5;Terjual;3;6
430;05/03/2020;Sunlight;3;5;516;514;2;5;Terjual;4;6
431;06/03/2020;Super Pell;3;3;663;637;26;6;Terjual;2;1
432;07/03/2020;Vixall;3;2;705;681;24;5;Terjual;4;5
433;08/03/2020;Wipol;3;5;677;654;23;7;Terjual;4;6
434;09/03/2020;Bango;4;4;646;623;23;7;Tidak Terjual;1;1
435;10/03/2020;Buavita;4;5;730;711;19;5;Terjual;2;1
436;11/03/2020;Hellmann's;4;5;545;541;4;7;Terjual;2;5
437;12/03/2020;Jawara;4;3;456;442;14;5;Terjual;5;2
438;13/03/2020;Knorr;4;3;717;706;11;8;Terjual;2;6
439;14/03/2020;Lipton;4;5;798;795;3;5;Terjual;1;2
440;15/03/2020;Royco;4;5;736;719;17;6;Terjual;2;6
441;16/03/2020;SariWangi;4;4;458;437;21;6;Terjual;2;2
442;17/03/2020;TheVegetarianButcher;4;4;547;536;11;8;Terjual;4;3
443;18/03/2020;Cornetto;5;4;571;563;8;8;Terjual;4;3
444;19/03/2020;Feast;5;3;706;677;29;5;Terjual;2;4
445;20/03/2020;Magnum;5;2;598;589;9;8;Terjual;4;1
446;21/03/2020;Paddle Pop;5;2;448;433;15;7;Terjual;3;3
447;22/03/2020;Populaire;5;3;406;394;12;8;Terjual;3;1
448;23/03/2020;Seru;5;4;661;644;17;7;Terjual;3;3
449;24/03/2020;Viennetta;5;5;528;507;21;6;Terjual;2;5
450;25/03/2020;Wall's;5;3;648;632;16;8;Terjual;1;1
451;26/03/2020;Citra;1;4;445;422;23;8;Terjual;2;6
452;27/03/2020;Clear;1;3;583;561;22;5;Terjual;5;6
453;28/03/2020;Clean Men;1;4;714;687;27;8;Terjual;1;6
454;29/03/2020;Simple;1;3;477;466;11;6;Terjual;1;6
455;30/03/2020;Zwitsal;1;5;763;748;15;7;Terjual;3;3
456;31/03/2020;Glow & Lovely;1;4;551;522;29;8;Terjual;4;4
457;01/04/2020;Love Beauty & Planet;1;3;734;719;15;6;Terjual;3;4
458;02/04/2020;Pepsodent;1;5;642;637;5;6;Terjual;1;5
459;03/04/2020;Pond's;1;2;406;397;9;5;Terjual;2;3
460;04/04/2020;Pond's Men;1;3;790;789;1;6;Tidak Terjual;2;6
461;05/04/2020;Sunsilk;1;3;602;588;14;6;Terjual;1;2
462;06/04/2020;TRESemme;1;3;775;772;3;6;Terjual;2;3
463;07/04/2020;Unilever Professional;1;2;447;424;23;8;Terjual;5;1
464;08/04/2020;Vaseline Men;1;5;750;742;8;8;Terjual;3;1
465;09/04/2020;St. Ives;2;3;614;586;28;6;Terjual;5;4
466;10/04/2020;AXE;2;3;674;673;1;7;Terjual;2;2
467;11/04/2020;Close Up;2;5;566;557;9;8;Terjual;2;2
468;12/04/2020;Dove;2;2;506;497;9;6;Terjual;2;6
469;13/04/2020;LUX;2;3;702;681;21;6;Terjual;2;5
470;14/04/2020;Rexona;2;3;556;552;4;5;Terjual;1;2
471;15/04/2020;Lifebuoy;2;3;758;729;29;5;Terjual;1;2
472;16/04/2020;Cif;3;2;558;537;21;6;Terjual;2;6
473;17/04/2020;Molto;3;2;478;449;29;8;Terjual;5;6
474;18/04/2020;Rinso;3;2;652;640;12;6;Terjual;4;6
475;19/04/2020;Sunlight;3;3;752;741;11;5;Terjual;1;4
476;20/04/2020;Super Pell;3;3;439;430;9;8;Terjual;5;6
477;21/04/2020;Vixall;3;5;400;390;10;8;Terjual;4;2
478;22/04/2020;Wipol;3;3;786;772;14;7;Terjual;2;3
479;23/04/2020;Bango;4;4;736;728;8;6;Terjual;2;2
480;24/04/2020;Buavita;4;5;747;740;7;8;Terjual;1;6
481;25/04/2020;Hellmann's;4;4;790;783;7;5;Terjual;2;1
482;26/04/2020;Jawara;4;5;403;386;17;6;Terjual;3;6
483;27/04/2020;Knorr;4;2;467;442;25;6;Terjual;2;5
484;28/04/2020;Lipton;4;4;792;775;17;7;Terjual;5;1
485;29/04/2020;Royco;4;2;736;734;2;7;Terjual;4;4
486;30/04/2020;SariWangi;4;3;553;550;3;5;Terjual;3;2
487;01/05/2020;TheVegetarianButcher;4;3;648;639;9;6;Terjual;1;5
488;02/05/2020;Cornetto;5;4;697;694;3;8;Tidak Terjual;1;4
489;03/05/2020;Feast;5;4;561;556;5;6;Terjual;3;3
490;04/05/2020;Magnum;5;4;755;744;11;6;Terjual;3;2
491;05/05/2020;Paddle Pop;5;4;517;510;7;7;Terjual;4;3
492;06/05/2020;Populaire;5;4;657;644;13;7;Terjual;5;4
493;07/05/2020;Seru;5;4;417;410;7;6;Terjual;3;1
494;08/05/2020;Viennetta;5;2;587;585;2;7;Terjual;5;5
495;09/05/2020;Wall's;5;5;748;725;23;6;Terjual;5;2
496;10/05/2020;Citra;1;3;568;553;15;5;Terjual;4;5
497;11/05/2020;Clear;1;2;458;444;14;7;Terjual;3;1
498;12/05/2020;Clean Men;1;5;653;642;11;5;Terjual;3;4
499;13/05/2020;Simple;1;4;736;717;19;7;Terjual;1;3
500;14/05/2020;Zwitsal;1;2;565;543;22;7;Terjual;1;1
501;15/05/2020;Glow & Lovely;1;2;798;797;1;6;Terjual;5;1
502;16/05/2020;Love Beauty & Planet;1;4;715;698;17;7;Terjual;4;6
503;17/05/2020;Pepsodent;1;3;514;512;2;6;Terjual;4;6
504;18/05/2020;Pond's;1;2;719;699;20;5;Terjual;1;6
505;19/05/2020;Pond's Men;1;5;435;416;19;7;Terjual;5;4
506;20/05/2020;Sunsilk;1;2;529;517;12;5;Terjual;3;5
507;21/05/2020;TRESemme;1;5;757;733;24;7;Terjual;3;4
508;22/05/2020;Unilever Professional;1;5;427;426;1;8;Tidak Terjual;4;4
509;23/05/2020;Vaseline Men;1;3;579;577;2;8;Terjual;5;3
510;24/05/2020;St. Ives;2;4;468;442;26;8;Terjual;1;6
511;25/05/2020;AXE;2;5;415;406;9;5;Terjual;5;3
512;26/05/2020;Close Up;2;4;569;559;10;5;Terjual;3;6
513;27/05/2020;Dove;2;4;573;563;10;6;Terjual;2;5
514;28/05/2020;LUX;2;4;444;418;26;5;Terjual;2;6
515;29/05/2020;Rexona;2;4;518;491;27;6;Terjual;4;6
516;30/05/2020;Lifebuoy;2;5;544;543;1;6;Terjual;2;2
517;31/05/2020;Cif;3;3;682;679;3;7;Terjual;3;6
518;01/06/2020;Molto;3;3;767;753;14;5;Terjual;2;3
519;02/06/2020;Rinso;3;4;780;774;6;8;Terjual;5;4
520;03/06/2020;Sunlight;3;2;727;717;10;8;Terjual;1;6
521;04/06/2020;Super Pell;3;2;715;701;14;5;Terjual;1;2
522;05/06/2020;Vixall;3;2;438;421;17;7;Terjual;4;2
523;06/06/2020;Wipol;3;2;426;408;18;5;Terjual;2;2
524;07/06/2020;Bango;4;3;721;708;13;8;Terjual;4;2
525;08/06/2020;Buavita;4;5;770;745;25;7;Terjual;2;3
526;09/06/2020;Hellmann's;4;3;778;756;22;5;Terjual;3;1
527;10/06/2020;Jawara;4;3;428;405;23;7;Terjual;2;6
528;11/06/2020;Knorr;4;3;480;473;7;6;Terjual;3;5
529;12/06/2020;Lipton;4;5;465;461;4;5;Terjual;1;4
530;13/06/2020;Royco;4;2;792;783;9;6;Terjual;2;3
531;14/06/2020;SariWangi;4;2;598;574;24;8;Terjual;1;6
532;15/06/2020;TheVegetarianButcher;4;5;422;421;1;6;Terjual;2;5
533;16/06/2020;Cornetto;5;2;438;432;6;8;Tidak Terjual;2;1
534;17/06/2020;Feast;5;3;531;519;12;6;Terjual;2;3
535;18/06/2020;Magnum;5;4;475;447;28;8;Terjual;2;2
536;19/06/2020;Paddle Pop;5;4;763;741;22;7;Terjual;5;6
537;20/06/2020;Populaire;5;4;489;469;20;5;Terjual;4;6
538;21/06/2020;Seru;5;5;505;493;12;8;Terjual;3;5
539;22/06/2020;Viennetta;5;4;468;460;8;8;Terjual;4;5
540;23/06/2020;Wall's;5;3;675;665;10;8;Terjual;5;1
541;24/06/2020;Citra;1;2;606;576;30;8;Terjual;2;3
542;25/06/2020;Clear;1;5;404;395;9;8;Terjual;3;2
543;26/06/2020;Clean Men;1;2;693;688;5;5;Terjual;5;3
544;27/06/2020;Simple;1;5;713;698;15;7;Terjual;3;4
545;28/06/2020;Zwitsal;1;5;410;384;26;6;Terjual;1;6
546;29/06/2020;Glow & Lovely;1;5;552;522;30;5;Terjual;1;5
547;30/06/2020;Love Beauty & Planet;1;4;691;682;9;5;Terjual;3;2
548;01/07/2020;Pepsodent;1;3;488;460;28;7;Terjual;1;5
549;02/07/2020;Pond's;1;2;790;788;2;5;Terjual;2;6
550;03/07/2020;Pond's Men;1;3;741;739;2;6;Terjual;4;2
551;04/07/2020;Sunsilk;1;4;728;716;12;7;Terjual;1;6
552;05/07/2020;TRESemme;1;5;780;771;9;6;Terjual;1;5
553;06/07/2020;Unilever Professional;1;3;462;460;2;5;Terjual;1;4
554;07/07/2020;Vaseline Men;1;5;549;527;22;7;Terjual;3;2
555;08/07/2020;St. Ives;2;4;636;621;15;7;Terjual;4;6
556;09/07/2020;AXE;2;3;794;792;2;6;Terjual;2;3
557;10/07/2020;Close Up;2;2;544;526;18;7;Terjual;4;4
558;11/07/2020;Dove;2;3;600;599;1;8;Tidak Terjual;2;1
559;12/07/2020;LUX;2;5;417;396;21;8;Tidak Terjual;3;1
560;13/07/2020;Rexona;2;4;687;671;16;7;Terjual;4;6
561;14/07/2020;Lifebuoy;2;2;773;758;15;6;Terjual;5;1
562;15/07/2020;Cif;3;3;782;755;27;5;Terjual;5;5
563;16/07/2020;Molto;3;5;691;668;23;7;Terjual;1;3
564;17/07/2020;Rinso;3;3;442;433;9;5;Terjual;4;5
565;18/07/2020;Sunlight;3;4;558;554;4;5;Terjual;4;3
566;19/07/2020;Super Pell;3;4;563;551;12;5;Terjual;2;5
567;20/07/2020;Vixall;3;3;649;624;25;6;Terjual;1;2
568;21/07/2020;Wipol;3;3;440;424;16;7;Terjual;2;2
569;22/07/2020;Bango;4;5;573;548;25;6;Terjual;4;2
570;23/07/2020;Buavita;4;5;424;405;19;8;Terjual;5;2
571;24/07/2020;Hellmann's;4;5;798;785;13;5;Terjual;4;3
572;25/07/2020;Jawara;4;2;769;756;13;8;Terjual;4;3
573;26/07/2020;Knorr;4;3;444;430;14;6;Terjual;1;3
574;27/07/2020;Lipton;4;4;539;512;27;6;Terjual;4;2
575;28/07/2020;Royco;4;3;735;722;13;8;Terjual;1;5
576;29/07/2020;SariWangi;4;5;615;614;1;6;Terjual;2;2
577;30/07/2020;TheVegetarianButcher;4;5;655;652;3;5;Terjual;2;3
578;31/07/2020;Cornetto;5;5;408;388;20;8;Terjual;3;3
579;01/08/2020;Feast;5;2;465;451;14;8;Terjual;3;2
580;02/08/2020;Magnum;5;2;443;438;5;6;Terjual;3;5
581;03/08/2020;Paddle Pop;5;2;718;711;7;8;Terjual;4;3
582;04/08/2020;Populaire;5;3;542;537;5;5;Terjual;2;4
583;05/08/2020;Seru;5;2;782;758;24;5;Tidak Terjual;4;1
584;06/08/2020;Viennetta;5;3;763;734;29;8;Terjual;4;5
585;07/08/2020;Wall's;5;4;599;584;15;8;Terjual;4;3
586;08/08/2020;Citra;1;5;777;768;9;8;Terjual;2;5
587;09/08/2020;Clear;1;3;466;439;27;6;Terjual;5;3
588;10/08/2020;Clean Men;1;3;744;731;13;5;Terjual;4;3
589;11/08/2020;Simple;1;2;798;789;9;6;Terjual;1;3
590;12/08/2020;Zwitsal;1;4;753;744;9;7;Terjual;1;2
591;13/08/2020;Glow & Lovely;1;2;432;430;2;5;Terjual;5;3
592;14/08/2020;Love Beauty & Planet;1;2;559;543;16;8;Terjual;5;2
593;15/08/2020;Pepsodent;1;3;620;615;5;7;Tidak Terjual;1;5
594;16/08/2020;Pond's;1;3;489;482;7;7;Terjual;5;2
595;17/08/2020;Pond's Men;1;4;675;662;13;7;Terjual;3;6
596;18/08/2020;Sunsilk;1;5;417;411;6;7;Terjual;5;3
597;19/08/2020;TRESemme;1;4;782;777;5;8;Terjual;5;1
598;20/08/2020;Unilever Professional;1;3;702;694;8;6;Terjual;4;2
599;21/08/2020;Vaseline Men;1;3;455;444;11;8;Terjual;4;5
600;22/08/2020;St. Ives;2;5;770;767;3;8;Terjual;5;1
601;23/08/2020;AXE;2;4;757;752;5;8;Terjual;1;4
602;24/08/2020;Close Up;2;5;775;771;4;5;Terjual;2;1
603;25/08/2020;Dove;2;4;466;464;2;8;Terjual;1;2
604;26/08/2020;LUX;2;3;401;378;23;5;Terjual;4;4
605;27/08/2020;Rexona;2;4;705;699;6;6;Terjual;4;6
606;28/08/2020;Lifebuoy;2;4;560;533;27;7;Terjual;5;5
607;29/08/2020;Cif;3;2;485;480;5;7;Terjual;4;6
608;30/08/2020;Molto;3;4;447;438;9;8;Terjual;1;6
609;31/08/2020;Rinso;3;2;470;468;2;6;Terjual;2;2
610;01/09/2020;Sunlight;3;5;471;441;30;8;Terjual;4;6
611;02/09/2020;Super Pell;3;5;417;406;11;6;Terjual;5;5
612;03/09/2020;Vixall;3;3;774;766;8;5;Terjual;2;2
613;04/09/2020;Wipol;3;2;423;401;22;8;Terjual;2;4
614;05/09/2020;Bango;4;4;456;439;17;5;Terjual;4;4
615;06/09/2020;Buavita;4;5;660;641;19;5;Terjual;2;4
616;07/09/2020;Hellmann's;4;5;460;437;23;6;Terjual;5;5
617;08/09/2020;Jawara;4;5;493;471;22;6;Terjual;1;6
618;09/09/2020;Knorr;4;3;589;568;21;7;Terjual;3;6
619;10/09/2020;Lipton;4;4;454;453;1;6;Terjual;2;5
620;11/09/2020;Royco;4;4;789;768;21;5;Terjual;4;4
621;12/09/2020;SariWangi;4;2;534;525;9;7;Terjual;2;6
622;13/09/2020;TheVegetarianButcher;4;3;422;396;26;5;Terjual;4;2
623;14/09/2020;Cornetto;5;5;686;672;14;7;Terjual;5;2
624;15/09/2020;Feast;5;4;664;640;24;6;Terjual;3;3
625;16/09/2020;Magnum;5;5;715;695;20;6;Terjual;2;1
626;17/09/2020;Paddle Pop;5;2;521;497;24;8;Terjual;2;2
627;18/09/2020;Populaire;5;4;788;779;9;5;Terjual;2;4
628;19/09/2020;Seru;5;3;720;699;21;7;Tidak Terjual;4;3
629;20/09/2020;Viennetta;5;5;733;706;27;8;Terjual;4;5
630;21/09/2020;Wall's;5;5;737;710;27;7;Terjual;5;6
631;22/09/2020;Citra;1;4;496;492;4;8;Terjual;2;5
632;23/09/2020;Clear;1;3;541;527;14;5;Terjual;5;1
633;24/09/2020;Clean Men;1;4;756;755;1;7;Tidak Terjual;2;5
634;25/09/2020;Simple;1;5;773;760;13;7;Terjual;1;5
635;26/09/2020;Zwitsal;1;3;469;463;6;5;Terjual;3;4
636;27/09/2020;Glow & Lovely;1;3;618;612;6;8;Terjual;4;3
637;28/09/2020;Love Beauty & Planet;1;5;489;464;25;8;Terjual;3;3
638;29/09/2020;Pepsodent;1;3;512;500;12;7;Terjual;4;2
639;30/09/2020;Pond's;1;5;705;696;9;6;Terjual;2;4
640;01/10/2020;Pond's Men;1;2;613;592;21;8;Terjual;4;3
641;02/10/2020;Sunsilk;1;4;577;565;12;6;Terjual;1;3
642;03/10/2020;TRESemme;1;2;587;573;14;5;Terjual;5;4
643;04/10/2020;Unilever Professional;1;3;507;483;24;7;Terjual;1;3
644;05/10/2020;Vaseline Men;1;2;539;513;26;5;Terjual;4;4
645;06/10/2020;St. Ives;2;2;469;441;28;8;Terjual;2;5
646;07/10/2020;AXE;2;4;411;407;4;6;Terjual;4;6
647;08/10/2020;Close Up;2;5;442;413;29;8;Terjual;1;5
648;09/10/2020;Dove;2;4;426;403;23;7;Terjual;5;2
649;10/10/2020;LUX;2;5;621;601;20;5;Terjual;5;4
650;11/10/2020;Rexona;2;3;673;644;29;8;Terjual;4;4
651;12/10/2020;Lifebuoy;2;5;671;670;1;8;Tidak Terjual;1;6
652;13/10/2020;Cif;3;5;638;633;5;7;Terjual;5;3
653;14/10/2020;Molto;3;2;517;507;10;6;Terjual;2;6
654;15/10/2020;Rinso;3;3;743;715;28;7;Terjual;1;6
655;16/10/2020;Sunlight;3;3;792;768;24;5;Tidak Terjual;5;1
656;17/10/2020;Super Pell;3;5;438;420;18;7;Terjual;1;4
657;18/10/2020;Vixall;3;4;470;461;9;8;Terjual;5;5
658;19/10/2020;Wipol;3;3;603;586;17;6;Tidak Terjual;5;2
659;20/10/2020;Bango;4;2;635;621;14;5;Terjual;3;2
660;21/10/2020;Buavita;4;4;722;715;7;6;Terjual;2;3
661;22/10/2020;Hellmann's;4;3;743;732;11;7;Terjual;4;6
662;23/10/2020;Jawara;4;3;400;371;29;5;Terjual;4;3
663;24/10/2020;Knorr;4;5;416;399;17;6;Terjual;2;5
664;25/10/2020;Lipton;4;5;560;545;15;8;Terjual;5;1
665;26/10/2020;Royco;4;2;781;758;23;5;Terjual;2;2
666;27/10/2020;SariWangi;4;5;445;421;24;6;Terjual;5;4
667;28/10/2020;TheVegetarianButcher;4;2;572;543;29;6;Terjual;1;1
668;29/10/2020;Cornetto;5;2;672;659;13;7;Terjual;2;3
669;30/10/2020;Feast;5;3;630;612;18;6;Terjual;1;2
670;31/10/2020;Magnum;5;3;549;529;20;7;Terjual;1;1
671;01/11/2020;Paddle Pop;5;5;673;651;22;8;Terjual;5;2
672;02/11/2020;Populaire;5;4;417;390;27;6;Tidak Terjual;5;3
673;03/11/2020;Seru;5;2;501;500;1;5;Terjual;4;2
674;04/11/2020;Viennetta;5;5;750;734;16;6;Terjual;3;4
675;05/11/2020;Wall's;5;2;755;739;16;7;Terjual;2;5
676;06/11/2020;Citra;1;4;671;646;25;7;Terjual;5;4
677;07/11/2020;Clear;1;5;776;748;28;8;Terjual;1;3
678;08/11/2020;Clean Men;1;5;657;644;13;7;Terjual;3;5
679;09/11/2020;Simple;1;3;718;714;4;8;Terjual;2;4
680;10/11/2020;Zwitsal;1;2;562;533;29;8;Terjual;3;6
681;11/11/2020;Glow & Lovely;1;3;750;749;1;8;Terjual;2;1
682;12/11/2020;Love Beauty & Planet;1;5;718;694;24;5;Terjual;4;3
683;13/11/2020;Pepsodent;1;5;757;754;3;8;Terjual;5;6
684;14/11/2020;Pond's;1;3;633;613;20;5;Terjual;1;5
685;15/11/2020;Pond's Men;1;3;407;382;25;6;Terjual;3;5
686;16/11/2020;Sunsilk;1;4;674;673;1;7;Terjual;4;1
687;17/11/2020;TRESemme;1;3;566;557;9;8;Terjual;4;2
688;18/11/2020;Unilever Professional;1;4;506;497;9;6;Terjual;5;1
689;19/11/2020;Vaseline Men;1;4;702;681;21;6;Terjual;2;2
690;20/11/2020;St. Ives;2;5;556;552;4;5;Terjual;2;3
691;21/11/2020;AXE;2;2;758;729;29;5;Tidak Terjual;2;1
692;22/11/2020;Close Up;2;4;558;537;21;6;Terjual;5;6
693;23/11/2020;Dove;2;5;478;449;29;8;Terjual;4;5
694;24/11/2020;LUX;2;5;652;640;12;6;Terjual;1;6
695;25/11/2020;Rexona;2;3;752;741;11;5;Terjual;1;3
696;26/11/2020;Lifebuoy;2;5;439;430;9;8;Terjual;3;3
697;27/11/2020;Cif;3;3;400;390;10;8;Terjual;4;4
698;28/11/2020;Molto;3;5;786;772;14;7;Terjual;2;3
699;29/11/2020;Rinso;3;4;736;728;8;6;Terjual;3;4
700;30/11/2020;Sunlight;3;5;747;740;7;8;Tidak Terjual;5;3
701;01/12/2020;Super Pell;3;5;790;783;7;5;Terjual;4;3
702;02/12/2020;Vixall;3;4;400;393;7;8;Tidak Terjual;3;1
703;03/12/2020;Wipol;3;4;446;427;19;7;Terjual;1;1
704;04/12/2020;Bango;4;3;618;604;14;7;Terjual;1;3
705;05/12/2020;Buavita;4;4;671;653;18;5;Terjual;2;3
706;06/12/2020;Hellmann's;4;4;710;709;1;5;Terjual;5;6
707;07/12/2020;Jawara;4;5;757;732;25;5;Terjual;1;4
708;08/12/2020;Knorr;4;5;660;657;3;5;Terjual;2;1
709;09/12/2020;Lipton;4;2;521;503;18;5;Terjual;3;2
710;10/12/2020;Royco;4;4;717;701;16;7;Terjual;5;3
711;11/12/2020;SariWangi;4;3;631;629;2;8;Terjual;5;2
712;12/12/2020;TheVegetarianButcher;4;4;684;655;29;8;Terjual;1;2
713;13/12/2020;Cornetto;5;2;777;765;12;7;Terjual;5;4
714;14/12/2020;Feast;5;5;608;587;21;7;Terjual;4;1
715;15/12/2020;Magnum;5;4;632;609;23;6;Terjual;3;5
716;16/12/2020;Paddle Pop;5;4;604;596;8;6;Terjual;5;1
717;17/12/2020;Populaire;5;5;787;758;29;7;Terjual;1;5
718;18/12/2020;Seru;5;4;446;438;8;7;Terjual;3;4
719;19/12/2020;Viennetta;5;4;437;429;8;8;Terjual;1;4
720;20/12/2020;Wall's;5;4;471;454;17;8;Terjual;1;5
721;01/01/2021;Citra;1;5;400;393;7;8;Tidak Terjual;3;1
722;02/01/2021;Clear;1;3;446;427;19;7;Terjual;1;3
723;03/01/2021;Clean Men;1;2;618;604;14;7;Terjual;5;6
724;04/01/2021;Simple;1;3;671;653;18;5;Terjual;1;5
725;05/01/2021;Zwitsal;1;2;710;709;1;5;Tidak Terjual;1;6
726;06/01/2021;Glow & Lovely;1;5;757;732;25;5;Terjual;5;4
727;07/01/2021;Love Beauty & Planet;1;5;660;657;3;5;Terjual;5;2
728;08/01/2021;Pepsodent;1;4;521;503;18;5;Terjual;2;3
729;09/01/2021;Pond's;1;3;717;701;16;7;Terjual;2;2
730;10/01/2021;Pond's Men;1;2;631;629;2;8;Terjual;3;6
731;11/01/2021;Sunsilk;1;2;684;655;29;8;Terjual;4;3
732;12/01/2021;TRESemme;1;5;777;765;12;7;Terjual;4;2
733;13/01/2021;Unilever Professional;1;4;608;587;21;7;Terjual;1;5
734;14/01/2021;Vaseline Men;1;2;632;609;23;6;Terjual;2;3
735;15/01/2021;St. Ives;2;4;604;596;8;6;Terjual;3;6
736;16/01/2021;AXE;2;2;787;758;29;7;Terjual;3;3
737;17/01/2021;Close Up;2;2;446;438;8;7;Terjual;5;1
738;18/01/2021;Dove;2;5;437;429;8;8;Terjual;2;2
739;19/01/2021;LUX;2;2;471;454;17;8;Terjual;5;1
740;20/01/2021;Rexona;2;2;777;748;29;6;Terjual;3;6
741;21/01/2021;Lifebuoy;2;4;434;412;22;5;Terjual;3;1
742;22/01/2021;Cif;3;3;735;706;29;5;Terjual;2;4
743;23/01/2021;Molto;3;4;417;411;6;7;Terjual;4;3
744;24/01/2021;Rinso;3;2;400;377;23;6;Terjual;2;6
745;25/01/2021;Sunlight;3;3;609;591;18;5;Terjual;2;4
746;26/01/2021;Super Pell;3;5;587;585;2;6;Terjual;2;1
747;27/01/2021;Vixall;3;4;403;373;30;5;Terjual;5;1
748;28/01/2021;Wipol;3;3;411;385;26;5;Terjual;5;4
749;29/01/2021;Bango;4;3;730;721;9;8;Terjual;2;2
750;30/01/2021;Buavita;4;5;646;637;9;5;Terjual;5;6
751;31/01/2021;Hellmann's;4;4;570;557;13;8;Terjual;4;1
752;01/02/2021;Jawara;4;2;522;514;8;7;Terjual;4;6
753;02/02/2021;Knorr;4;2;472;466;6;6;Terjual;2;6
754;03/02/2021;Lipton;4;4;529;528;1;7;Terjual;4;5
755;04/02/2021;Royco;4;4;793;771;22;8;Terjual;4;1
756;05/02/2021;SariWangi;4;2;529;528;1;7;Terjual;4;3
757;06/02/2021;TheVegetarianButcher;4;4;639;628;11;8;Terjual;4;6
758;07/02/2021;Cornetto;5;3;426;408;18;5;Terjual;3;3
759;08/02/2021;Feast;5;2;595;590;5;8;Terjual;5;6
760;09/02/2021;Magnum;5;3;446;441;5;7;Terjual;2;3
761;10/02/2021;Paddle Pop;5;4;693;686;7;6;Terjual;5;4
762;11/02/2021;Populaire;5;5;746;720;26;5;Terjual;3;2
763;12/02/2021;Seru;5;4;749;726;23;7;Terjual;5;4
764;13/02/2021;Viennetta;5;2;727;715;12;8;Terjual;3;3
765;14/02/2021;Wall's;5;3;600;570;30;5;Terjual;1;6
766;15/02/2021;Citra;1;4;780;766;14;5;Terjual;1;3
767;16/02/2021;Clear;1;4;652;649;3;6;Terjual;4;1
768;17/02/2021;Clean Men;1;3;667;642;25;7;Terjual;1;5
769;18/02/2021;Simple;1;3;422;409;13;7;Terjual;2;6
770;19/02/2021;Zwitsal;1;5;641;640;1;6;Terjual;2;1
771;20/02/2021;Glow & Lovely;1;3;489;459;30;7;Terjual;1;6
